cve_id,state,vendor,package,ecosystem,owner,owner_nameable,owner_tier,owner_method,self_disclosed,rule,rule_strength,rule_basis,days_public,hours_public,past_expectation,public_date,feed_count,sources,advisory_url,refs,description
CVE-2026-61548,RESERVED,Amazon Linux,rsyslog,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,31,744,True,2026-07-20,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-61548,alas:CVE-2026-61548;debian:rsyslog;ubuntu:CVE-2026-61548,"rsyslog mmpstrucdata stack overflow  The issue occurs while mmpstrucdata parses RFC 5424 structured-data parameter values.  In affected versions, parseSD_PARAM() allocates a fixed "
CVE-2026-73143,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,30,720,True,2026-07-21,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73143,debian:svxlink;redhat:CVE-2026-73143;ubuntu:CVE-2026-73143, [GHSA-38fq-mrrg-8rmr: RtlTcp: malformed greeting causes daemon exit]
CVE-2026-73142,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,30,720,True,2026-07-21,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73142,debian:svxlink;redhat:CVE-2026-73142;ubuntu:CVE-2026-73142, [GHSA-5xr9-fmm8-7p8x: remotetrx NetUplink: connection object leak DoS]
CVE-2026-59766,RESERVED,,code.gitea.io/gitea,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,30,720,True,2026-07-21,2,"ghsa,osv",https://github.com/advisories/GHSA-qf2f-qh6p-7v89,ghsa:GHSA-qf2f-qh6p-7v89;osv:Go:code.gitea.io/gitea,Gitea CVE-2026-20800 sibling endpoints not covered: revoked user still reads private repo objects via `/api/v1/user/starred` and private issue titles via `/api/v1/user/times`
CVE-2026-16566,RESERVED,Red Hat,ansible,,WPScan,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,29,696,True,2026-07-22,4,"alas,debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-16566,alas:CVE-2026-16566;debian:ansible;redhat:CVE-2026-16566;ubuntu:CVE-2026-16566,"A flaw was found in the community.general Ansible collection's jenkins_credential module. When creating a Jenkins API token (credential_type: token), the module correctly protects "
CVE-2026-73144,RESERVED,Red Hat,svxlink,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,3,"debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-73144,debian:svxlink;redhat:CVE-2026-73144;ubuntu:CVE-2026-73144, [GHSA-qccg-7pw6-787v: FRN module: unbounded memory growth]
CVE-2026-55869,RESERVED,Ubuntu,srt,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,29,696,True,2026-07-22,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-55869,debian:srt;ubuntu:CVE-2026-55869, [Heap-Based Buffer Overflow in KMREQ Handling]
CVE-2026-55868,RESERVED,Ubuntu,srt,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,29,696,True,2026-07-22,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-55868,debian:srt;ubuntu:CVE-2026-55868, [Encryption State Machine Downgrade]
CVE-2026-16638,RESERVED,,drupal/media_folders,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16638,osv:Packagist:drupal/media_folders,This module provides a better UI for managing and selecting Media entities in a folder structure.  The module doesn't sufficiently sanitize the names and descriptions of media item
CVE-2026-16639,RESERVED,,drupal/i18n_sso,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16639,osv:Packagist:drupal/i18n_sso,"In a scenario of a multilingual website with different domain names per language, this module enables you to be automatically connected across the language domains if you are logge"
CVE-2026-16640,RESERVED,,drupal/search_api_autocomplete,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16640,osv:Packagist:drupal/search_api_autocomplete,This module enables you to add autocomplete suggestions for search forms created with the [Search API module](/project/search_api).  The module ships with a test script that is acc
CVE-2026-16641,RESERVED,,drupal/commerce_elavon,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16641,osv:Packagist:drupal/commerce_elavon,The security team is marking this project unsupported. There is a known security issue with the project that has not been fixed by the maintainer. If you would like to maintain thi
CVE-2026-16642,RESERVED,,drupal/email_login_otp,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16642,osv:Packagist:drupal/email_login_otp,The security team is marking this project unsupported. There is a known security issue with the project that has not been fixed by the maintainer. If you would like to maintain thi
CVE-2026-16643,RESERVED,,drupal/lunr_filters,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16643,osv:Packagist:drupal/lunr_filters,The security team is marking this project unsupported. There is a known security issue with the project that has not been fixed by the maintainer. If you would like to maintain thi
CVE-2026-16644,RESERVED,,drupal/webform_rest,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16644,osv:Packagist:drupal/webform_rest,"This module enables you to retrieve and submit webform submissions via REST endpoints.  The module doesn't sufficiently check the parent webform's permissions for creating, viewing"
CVE-2026-16645,RESERVED,,drupal/photoswipe,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-16645,osv:Packagist:drupal/photoswipe,The Photoswipe Drupal module provides integration for the widely used [PhotoSwipe lightbox library](https://photoswipe.com/) to display / zoom images in lightbox galleries using th
CVE-2026-15088,RESERVED,,drupal/development_environment,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,29,696,True,2026-07-22,1,osv,https://osv.dev/list?q=CVE-2026-15088,osv:Packagist:drupal/development_environment,The security team is marking this project unsupported. There is a known security issue with the project that has not been fixed by the maintainer. If you would like to maintain thi
CVE-2026-54441,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-54441,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-54441, [Unknown description]
CVE-2026-54435,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-54435,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-54435, [Unknown description]
CVE-2026-50713,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50713,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50713, [Unknown description]
CVE-2026-50640,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50640,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50640, [Unknown description]
CVE-2026-50588,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50588,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50588, [Unknown description]
CVE-2026-50587,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50587,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50587, [Unknown description]
CVE-2026-50586,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50586,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50586, [Unknown description]
CVE-2026-50585,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50585,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50585, [Unknown description]
CVE-2026-50584,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50584,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50584, [Unknown description]
CVE-2026-50583,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50583,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50583, [Unknown description]
CVE-2026-50581,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50581,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50581, [Unknown description]
CVE-2026-50580,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50580,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50580, [Unknown description]
CVE-2026-50579,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-50579,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-50579, [Unknown description]
CVE-2026-49300,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-49300,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-49300, [Unknown description]
CVE-2026-35336,RESERVED,Ubuntu,mbedtls,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-35336,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-35336, [Unknown description]
CVE-2026-25832,RESERVED,Ubuntu,mbedtls,,mitre,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,28,672,True,2026-07-23,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-25832,alpine:mbedtls;debian:mbedtls;ubuntu:CVE-2026-25832, [Unknown description]
CVE-2026-19496,RESERVED,Red Hat,CVE-2026-19496,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,28,672,True,2026-07-23,1,redhat,https://access.redhat.com/security/cve/CVE-2026-19496,redhat:CVE-2026-19496,sources-api-go: sources-api-go: SQL injection (CWE-89) in query parameter filtering — unsanitised user input interpolated into WHERE clause
CVE-2026-73494,RESERVED,,org.http4s,Maven,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,27,648,True,2026-07-24,2,"ghsa,osv",https://github.com/advisories/GHSA-mhvj-jhpq-885v,ghsa:GHSA-mhvj-jhpq-885v;osv:Maven:org.http4s:http4s-blaze-server_2.13,blaze: Multiple HTTP/1.1 request-smuggling primitives in blaze's Java wire parser
CVE-2026-62379,RESERVED,,org.openidentityplatform.openam,Maven,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,27,648,True,2026-07-24,2,"ghsa,osv",https://github.com/advisories/GHSA-wg5r-wc3x-39vc,ghsa:GHSA-wg5r-wc3x-39vc;osv:Maven:org.openidentityplatform.openam:openam-core,OpenAM: Unauthenticated Remote Code Execution via Class.forName in AuthXMLUtils.createCustomCallback
CVE-2026-62280,RESERVED,,org.openidentityplatform.openam,Maven,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,27,648,True,2026-07-24,2,"ghsa,osv",https://github.com/advisories/GHSA-vqxv-6xrh-49cp,ghsa:GHSA-vqxv-6xrh-49cp;osv:Maven:org.openidentityplatform.openam:openam-oauth2,OpenAM Reflected XSS in the OAuth2/OIDC `wap` consent page
CVE-2026-62263,RESERVED,,org.openidentityplatform.openam,Maven,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,27,648,True,2026-07-24,2,"ghsa,osv",https://github.com/advisories/GHSA-gf8h-gq53-288j,ghsa:GHSA-gf8h-gq53-288j;osv:Maven:org.openidentityplatform.openam:openam-auth-webauthn,OpenAM: WebAuthn Java deserialization RCE via ObjectInputFilter depth>1 bypass
CVE-2026-57497,RESERVED,,github.com/quic-go/webtransport-go,Go,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,27,648,True,2026-07-24,2,"ghsa,osv",https://github.com/advisories/GHSA-g35j-m5xg-vh3q,ghsa:GHSA-g35j-m5xg-vh3q;osv:Go:github.com/quic-go/webtransport-go,webtransport-go: Memory Exhaustion Attack due to Buffering of Unknown Capsules
CVE-2026-63319,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-63319,alas:CVE-2026-63319;debian:qemu;ubuntu:CVE-2026-63319,"In QEMU's USB redirection (usbredir) implementation (hw/usb/redirect.c), a malicious usbredir peer can send an ep_info message that resets max_packet_size to 0 after bulk receiving"
CVE-2026-61475,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-61475,alas:CVE-2026-61475;debian:qemu;ubuntu:CVE-2026-61475,"In QEMU's VNC server implementation (ui/vnc.c), the vnc_refresh_lossy_rect() function contains an out-of-bounds write vulnerability when marking dirty bitmap rows during lossy tile"
CVE-2026-15578,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-15578,alas:CVE-2026-15578;debian:qemu;ubuntu:CVE-2026-15578,"In QEMU's VNC server implementation (ui/vnc.c), the set_pixel_format() function does not properly validate the red_max, green_max, and blue_max fields from a client's  SetPixelForm"
CVE-2026-9238,RESERVED,Amazon Linux,qemu,,Wordfence,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-9238,alas:CVE-2026-9238;debian:qemu;ubuntu:CVE-2026-9238,"In QEMU's 9pfs (virtio-9p) implementation, the v9fs_readdir() function does not properly constrain the memory allocation size for Treaddir responses. A guest client can send a  Tre"
CVE-2026-15705,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-15705,alas:CVE-2026-15705;debian:qemu;ubuntu:CVE-2026-15705,"In QEMU's USB redirection (usbredir) implementation, a use-after-free vulnerability exists in the usbredir_buffered_bulk_packet() function in hw/usb/redirect.c. When processing a  "
CVE-2026-16043,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-16043,alas:CVE-2026-16043;debian:qemu;ubuntu:CVE-2026-16043,"In QEMU's sysbus-xhci (USB 3.0 host controller) emulation (hw/usb/hcd-xhci.c, hw/usb/hcd-xhci-sysbus.c), an out-of-bounds heap access vulnerability exists in the xhci_sysbus_intr_ "
CVE-2026-8348,RESERVED,Amazon Linux,qemu,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,3,"alas,debian,ubuntu",https://ubuntu.com/security/CVE-2026-8348,alas:CVE-2026-8348;debian:qemu;ubuntu:CVE-2026-8348,"In QEMU's 9pfs (virtio-9p) implementation, the TXATTRCREATE and TXATTRWALK request handlers do not limit the number of simultaneously open xattr FIDs. Each xattr FID allocates a  h"
CVE-2026-61723,RESERVED,Ubuntu,fluidsynth,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,24,576,True,2026-07-27,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-61723,debian:fluidsynth;ubuntu:CVE-2026-61723, ]DLS ptbl chunk integer overflow]
CVE-2026-61722,RESERVED,Ubuntu,fluidsynth,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,24,576,True,2026-07-27,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-61722,debian:fluidsynth;ubuntu:CVE-2026-61722, [DLS articulation chunk integer overflow]
CVE-2026-61721,RESERVED,Ubuntu,fluidsynth,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,24,576,True,2026-07-27,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-61721,debian:fluidsynth;ubuntu:CVE-2026-61721, [heap-based buffer overrun for DLS samples]
CVE-2026-61720,RESERVED,Ubuntu,fluidsynth,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,24,576,True,2026-07-27,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-61720,debian:fluidsynth;ubuntu:CVE-2026-61720, [SF2 DMOD chunk integer underflow]
CVE-2026-61714,RESERVED,Ubuntu,fluidsynth,,GitHub_M,True,block,block-k3,False,4.5.1.6,SHOULD,inferred-owner,24,576,True,2026-07-27,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-61714,debian:fluidsynth;ubuntu:CVE-2026-61714, [heap-based buffer overflow in MIDI player]
CVE-2026-58264,RESERVED,Ubuntu,fluidsynth,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,24,576,True,2026-07-27,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-58264,debian:fluidsynth;ubuntu:CVE-2026-58264, [heap-based buffer overrun in command handler]
CVE-2026-58221,RESERVED,Red Hat,samba,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,23,552,True,2026-07-28,5,"alas,alpine,debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-58221,alas:CVE-2026-58221;alpine:samba;debian:samba;redhat:CVE-2026-58221;ubuntu:CVE-2026-58221,Samba AD authenticated LDAP access domain takeover
CVE-2026-6949,RESERVED,Red Hat,samba,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,23,552,True,2026-07-28,5,"alas,alpine,debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-6949,alas:CVE-2026-6949;alpine:samba;debian:samba;redhat:CVE-2026-6949;ubuntu:CVE-2026-6949,TSIG packet with name compression can crash DNS
CVE-2026-49446,RESERVED,,github.com/azukaar/cosmos-server,Go,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,23,552,True,2026-07-28,2,"ghsa,osv",https://github.com/advisories/GHSA-2rx5-2g7j-2659,ghsa:GHSA-2rx5-2g7j-2659;osv:Go:github.com/azukaar/cosmos-server,Cosmos-Server has an authentication bypass via forward-auth header smuggling on Constellation tunnel
CVE-2026-54632,RESERVED,,SIPSorcery,NuGet,GitHub_M,True,block,block-k3,True,4.5.1.4,MUST,inferred-owner,23,552,True,2026-07-28,2,"ghsa,osv",https://github.com/advisories/GHSA-28gm-jrmw-xx93,ghsa:GHSA-28gm-jrmw-xx93;osv:NuGet:SIPSorcery,SIPSorcery: Malformed UDP packet on the RTP/ICE socket can remotely terminate a media session (DoS)
CVE-2026-61547,RESERVED,Ubuntu,librabbitmq,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,22,528,True,2026-07-29,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-61547,debian:librabbitmq;ubuntu:CVE-2026-61547, [Unknown description]
CVE-2026-59986,RESERVED,Ubuntu,librabbitmq,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,22,528,True,2026-07-29,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-59986,debian:librabbitmq;ubuntu:CVE-2026-59986, [Unknown description]
CVE-2026-18259,RESERVED,,drupal/tca,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,22,528,True,2026-07-29,1,osv,https://osv.dev/list?q=CVE-2026-18259,osv:Packagist:drupal/tca,The Token Content Access module enables site administrators to provide access to content using access tokens.  The module does not sufficiently protect access token comparison in s
CVE-2026-18260,RESERVED,,drupal/disable_login,Packagist,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,22,528,True,2026-07-29,1,osv,https://osv.dev/list?q=CVE-2026-18260,osv:Packagist:drupal/disable_login,The security team is marking this project unsupported. There is a known security issue with the project that has not been fixed by the maintainer. If you would like to maintain thi
CVE-2026-9672,RESERVED,Amazon Linux,php83,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,20,480,True,2026-07-31,4,"alas,alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-9672,alas:CVE-2026-9672;alpine:php83;debian:libgd2;ubuntu:CVE-2026-9672,NOTE: Fixed by: https://github.com/php/php-src/commit/b590f0380fda26ed180874a0255f0be078434315 (php-8.4.24) DEBIANBUG: [1143152]
CVE-2026-12074,RESERVED,Ubuntu,nltk,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,20,480,True,2026-07-31,4,"debian,ghsa,osv,ubuntu",https://ubuntu.com/security/CVE-2026-12074,debian:nltk;ghsa:GHSA-xh95-f55m-82fw;osv:PyPI:nltk;ubuntu:CVE-2026-12074, [Unknown description]
CVE-2026-12072,RESERVED,Ubuntu,nltk,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,20,480,True,2026-07-31,4,"debian,ghsa,osv,ubuntu",https://ubuntu.com/security/CVE-2026-12072,debian:nltk;ghsa:GHSA-6hm5-jgcp-p838;osv:PyPI:nltk;ubuntu:CVE-2026-12072, [Unknown description]
CVE-2026-12061,RESERVED,Ubuntu,nltk,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,20,480,True,2026-07-31,4,"debian,ghsa,osv,ubuntu",https://ubuntu.com/security/CVE-2026-12061,debian:nltk;ghsa:GHSA-fg7f-2386-8897;osv:PyPI:nltk;ubuntu:CVE-2026-12061, [Unknown description]
CVE-2026-62268,RESERVED,Ubuntu,borgbackup,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,20,480,True,2026-07-31,2,"debian,ubuntu",https://ubuntu.com/security/CVE-2026-62268,debian:borgbackup;ubuntu:CVE-2026-62268, [Unknown description]
CVE-2026-12075,RESERVED,,nltk,PyPI,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,20,480,True,2026-07-31,2,"ghsa,osv",https://github.com/advisories/GHSA-qvv7-cg9c-w4x3,ghsa:GHSA-qvv7-cg9c-w4x3;osv:PyPI:nltk,Natural Language Toolkit (NLTK): DNS-rebinding SSRF filter bypass in nltk.pathsec.urlopen (nltk.download / nltk.data.load) defeats ENFORCE mode
CVE-2026-63343,RESERVED,Ubuntu,incus-feature,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,16,384,True,2026-08-04,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-63343,alpine:incus-feature;debian:incus;ubuntu:CVE-2026-63343, security update
CVE-2026-63125,RESERVED,Ubuntu,incus-feature,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,16,384,True,2026-08-04,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-63125,alpine:incus-feature;debian:incus;ubuntu:CVE-2026-63125, security update
CVE-2026-62941,RESERVED,Ubuntu,incus-feature,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,16,384,True,2026-08-04,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-62941,alpine:incus-feature;debian:incus;ubuntu:CVE-2026-62941, security update
CVE-2026-62940,RESERVED,Ubuntu,incus-feature,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,16,384,True,2026-08-04,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-62940,alpine:incus-feature;debian:incus;ubuntu:CVE-2026-62940, security update
CVE-2026-62867,RESERVED,Ubuntu,incus-feature,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,16,384,True,2026-08-04,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-62867,alpine:incus-feature;debian:incus;ubuntu:CVE-2026-62867, security update
CVE-2026-62313,RESERVED,Ubuntu,incus-feature,,GitHub_M,True,block-corroborated,block-k3+product-map,False,4.5.1.6,SHOULD,inferred-owner,16,384,True,2026-08-04,3,"alpine,debian,ubuntu",https://ubuntu.com/security/CVE-2026-62313,alpine:incus-feature;debian:incus;ubuntu:CVE-2026-62313, security update
CVE-2026-59679,RESERVED,Red Hat,libxfont,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,15,360,True,2026-08-05,4,"alas,debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-59679,alas:CVE-2026-59679;debian:libxfont;redhat:CVE-2026-59679;ubuntu:CVE-2026-59679,"A flaw was found in the libXfont2 font-server client. A remote attacker, by operating a malicious font server, could exploit an out-of-bounds read/write vulnerability. This occurs "
CVE-2026-44950,RESERVED,Red Hat,libxfont,,unattributed,False,abstain,block-k3-abstain,False,4.5.1.6,SHOULD,unattributed,15,360,True,2026-08-05,4,"alas,debian,redhat,ubuntu",https://access.redhat.com/security/cve/CVE-2026-44950,alas:CVE-2026-44950;debian:libxfont;redhat:CVE-2026-44950;ubuntu:CVE-2026-44950,A flaw was found in the libXfont2 font-server client. This heap buffer overflow vulnerability allows a malicious font server to send specially crafted glyph data. The fs_read_glyph
